SMILE A,SMILE B,SMILE C,SMILE D,SMILE E,Glass Transition Temperature (°„C),¿¥‘¥
[*]NCCCCCCCCCCCC([*])=O,O=[Si]=O,,,,51.9,10.5545_sv-jme.2024.975_OA_part_1.txt_∂Œ1_Material1
O=C([*])CCCCCN[*],O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],O=C(O[*])CCCCCCCCCCN[*],[*]NCCCCCCCCCCCC([*])=O,,55,10.1080_25740881.2018.1563115_part_1.txt_∂Œ1_Material1
[*]C(C)C[*],[*]C(C)C[*],[*]CC(C1=CC=CC=C1)[*],[*]C(C)C[*],,85,10.1002_app.32861_part_1.txt_∂Œ1_Material2
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,[*]CC(C1=CC=CC=C1)C/C=C/C[*],,,,23.2,10.3390_app9214694_part_3.txt_∂Œ1_Material1
FC(F)([*])C([H])([*])[H],[*]CC([*])N1CCCC1=O,[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],,,78,10.1039_c8tc02360c_part_2.txt_∂Œ1_Material2
[*]C(CCCCCO[*])=O,O=C=NC(C=C1)=CC=C1CC2=CC=C(C=C2)N=C=O,[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,,,40.01,10.1016_j.matpr.2019.05.314_part_1.txt_∂Œ1_Material1
[*]OC1C(O)C(O)C(OC2C(CO)OC([*])C(O)C2O)OC1CO,,,,,55,10.1016_j.eurpolymj.2020.109957_part_1.txt_∂Œ1_Material3
[*]C(C=C1)=CC=C1S[*],O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],C12=CC3=CC4=CC=CN=C4N=C3N=C1N=C5N=C6N=CC=CC6=CC5=C2,,,93,10.1002_pc.25234_part_1.txt_∂Œ1_Material1
[*]CC[*],[*]C([H])([H])C(O)([H])[*],,,,85,10.1088_1757-899x_433_1_012074_part_1.txt_∂Œ1_Material1
[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,O=[Al]O[Al]=O,,,70.13,10.1016_j.jestch.2016.10.016_part_1.txt_∂Œ1_Material2
O=C([*])C(C)O[*],[*]CCCC([*])C(OC)=O,[*]CC(CC)([*])C(OCC1=CC=CC=C1)=O,,,61.3,10.1021_am502337u_part_2.txt_∂Œ1_Material1
[*]C(CCCCC(OCCCCO[*])=O)=O,[*]CC(C1=CC=CC=C1)[*],[*]OC1C(C(OC(C1O)OC2C3C(C(OC2CO3)[*])O)CO)O,,,108,10.1021_acsapm.0c00892_part_1.txt_∂Œ1_Material1
[*]CC[*],[*]C(C)C[*],,,,113.43,10.1002_pi.6268_part_2.txt_∂Œ1_Material1
[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,,,60,10.1177_0967391119852882_part_2.txt_∂Œ1_Material2
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,C=C(C(OCC1CO1)=O)C,,,108,10.1088_2053-1591_aaa25c_part_3.txt_∂Œ1_Material1
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,[*]C(CCCCCO[*])=O,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,,37,10.1177_0885328216664448_part_1.txt_∂Œ1_Material1
[*]C([H])([H])C(O)([H])[*],[*]CC([*])N1CCCC1=O,[*]NCC(NC(C(ONCC(NC(C(NCC(NC(C([*])=O)C)=O)=O)C)=O)=O)CO)=O,,,97,10.1002_pen.24801_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]OCCCOC(C1=CC=C(C([*])=O)C=C1)=O,C[N+](CCO)(CCO)[3H],,,60.9,10.1515_polyeng-2018-0256_part_1.txt_∂Œ1_Material4
[*]C([H])([H])C(O)([H])[*],[Na+].[Cl-],,,,87.9,10.1002_app.45981_part_2.txt_∂Œ1_Material1
O=C([*])CCCCCN[*],O=[Si]=O,,,,48.4,10.1177_0040517512456756_part_2.txt_∂Œ1_Material1
[*]C([H])([H])C(O)([H])[*],[Cu],,,,81.05000000000001,10.1016_j.porgcoat.2018.11.024_part_1.txt_∂Œ1_Material1
[*]CCC1C([*])C2CCC1C2,O=[Si]=O,,,,64,10.1016_j.compscitech.2014.03.013_part_2.txt_∂Œ1_Material1
OP(O)(O)=O,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,OCC(O)CO,,,57.6,10.1016_j.carbpol.2018.11.036_part_5.txt_∂Œ1_Material1
[*]C(C(OC(CO[*])=O)C)=O,,,,,50,10.1016_j.surfin.2021.101254_part_3.txt_∂Œ1_Material2
[*]CC(C#N)[*],C=C([CH3])C(=O)O[CH3],,,,78,10.1016_j.polymer.2020.123065_part_2.txt_∂Œ1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]C(C=C1)=CC=C1S[*],,,,143.8,10.1002_app.35428_part_1.txt_∂Œ1_Material1
O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,,143,10.1016_j.polymer.2021.123865_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=C(C1=CC=C(C([*])=O)C=C1)NC2=CCC(N[*])C=C2,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,58,10.4028_www.scientific.net_amm.117-119.1343_part_1.txt_∂Œ1_Material1
[*]CC[*],[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,,,,52.98,10.1002_app.32305_part_1.txt_∂Œ1_Material1
OP(O)(O)=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,O=[Ti]=O,[*][C@H]1[C@H](O)[C@@H](O)[C@H](OC2C(O)C(OC(C)=O)C(O[*])OC2CO)O[C@@H]1CO,,45,10.1080_19443994.2015.1084597_part_3.txt_∂Œ1_Material1
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,,,52.11,10.1177_0892705720904102_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,,,,63.51,10.1002_pat.4717_part_2.txt_∂Œ1_Material1
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,[*]OC1C(O)C(O)C(OC2C(CO)OC([*])C(O)C2O)OC1CO,,,,55,10.1016_j.eurpolymj.2020.109957_part_1.txt_∂Œ1_Material1
O=C([*])CCCCCN[*],[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,,,,105,10.1108_rpj-05-2017-0094_part_1.txt_∂Œ1_Material1
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,[*]OCC[*],O=[Ti]=O,,,40,10.33263_briac111.81798189_OA_part_2.txt_∂Œ1_Material2
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,O=C=NCCCCCCN=C=O,O=C=NC(C=C1)=CC=C1CC2=CC=C(C=C2)N=C=O,,,46.9,10.1177_0954008314533359_part_2.txt_∂Œ1_Material1
[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,O=C([O-])[O-].[Ca+2],,,,60,10.1016_j.mtcomm.2021.102602_part_2.txt_∂Œ1_Material1
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],[H][Si]([H])([H])[H],,,,82.8,10.1016_j.compositesb.2018.12.148_part_5.txt_∂Œ1_Material1
[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,C12=C3C(C=CC4C3=C5C(CC6=CC7=C8C9=C(C(C=C%10)=CC=C9C=C7)C%11=C%10C%12)=CC4)=CC=C1C=C%12C%13=C%11C8=C6C5=C2%13,,,,85,10.1039_c4nr05268d_part_1.txt_∂Œ1_Material1
O=C([*])CCCCCN[*],O=C([*])CCCCCN[*],,,,55,10.1002_pen.21890_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]OCC[*],CCCCCCCCCCCCCCCCCCOC(CCC1=CC(C(C)(C)C)=C(C(C(C)(C)C)=C1)O)=O,,,52,10.1002_app.40394_part_1.txt_∂Œ1_Material1
[*]CCC1C([*])C2CCC1C2,,,,,64,10.1016_j.compscitech.2014.03.013_part_1.txt_∂Œ1_Material1
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,,60,10.1007_s10570-020-03144-3_part_2.txt_∂Œ1_Material1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]CC([*])N1CCCC1=O,,,,97,10.1002_pi.6260_part_1.txt_∂Œ1_Material1
[*]CC([*])Cl,O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]OCC[*],,,83.5,10.1016_j.memsci.2017.04.011_part_1.txt_∂Œ1_Material1
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]OC(C(C1O)O)OC(COC)C1OC(OC(C(C2O)OC3OC(C(C(C3OC)O)OC4OC(C(C(C4OC)O)[*])COC)CO)COC)C2OCC(OC)C,OC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,,,124.85,10.1590_s0101-20612011000200026_part_1.txt_∂Œ1_Material2
O=C([*])C(C)O[*],O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],C12=CC3=CC4=CC=CN=C4N=C3N=C1N=C5N=C6N=CC=CC6=CC5=C2,,,62.8,10.1002_app.46881_part_1.txt_∂Œ1_Material1
[*]C(C)C[*],C12=C3C(C=CC4C3=C5C(CC6=CC7=C8C9=C(C(C=C%10)=CC=C9C=C7)C%11=C%10C%12)=CC4)=CC=C1C=C%12C%13=C%11C8=C6C5=C2%13,,,,117.5,10.1016_j.polymer.2011.06.045_part_1.txt_∂Œ1_Material1
[*]OCC[*],[*]C(CCCCCO[*])=O,C[Si](C)(C[*])O[*],,,41,10.1002_mame.201700174_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]OCC[*],C[N+](CCO)(CCO)[3H],,,59.9,10.1002_app.34841_part_1.txt_∂Œ1_Material1
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,O=C([*])CCCCCN[*],,,,80,10.1007_s10570-020-03233-3_part_2.txt_∂Œ1_Material1
[*]CC[*],[*]CC(C1=CC=CC=C1)[*],,,,90,10.1002_pat.1567_part_1.txt_∂Œ1_Material2
O=C([*])C(C)O[*],[Na+].[Cl-],,,,21,10.1002_polb.23522_part_1.txt_∂Œ1_Material3
O=C(O[*])CCCCCCCCCCN[*],CCO[Si](OCC)(OCC)OCC,,,,35,10.1007_s10973-017-6297-1_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C(C(O[*])C)=O,,,,57,10.1002_mame.202000805_part_2.txt_∂Œ1_Material1
[*]C/C=C/CCC(C=C)CC([*])C1=CC=CC=C1,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,OCC(O)CO,,,56,10.1007_s10924-018-1322-4_part_1.txt_∂Œ1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]C([H])([H])C(O)([H])[*],,,,63.5,10.1016_j.colsurfa.2013.07.014_part_2.txt_∂Œ1_Material4
[*]OCC[*],O=P([O-])([O-])[O-].[Ca+2].[Ca+2].[OH-],,,,36,10.1007_s10965-018-1511-9_part_2.txt_∂Œ1_Material1
[*]CC(C1=CC=CC=C1)[*],C=C([CH3])C(=O)O[CH3],,,,90,10.1021_acs.macromol.9b01907_part_1.txt_∂Œ1_Material3
C=C([CH3])C(=O)O[CH3],[*]C(CCCCCO[*])=O,,,,110,10.1007_s10853-018-03261-2_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,O=C([*])C(C)O[*],,,61.9,10.4028_www.scientific.net_msf.789.117_part_1.txt_∂Œ1_Material1
[*]CC(C1=CC=CC=C1)[*],[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].[Ca+2],,,,98.2,10.1515_polyeng-2015-0253_part_1.txt_∂Œ1_Material2
[*]C1C(O)C(O)C(OC2C(O)C(O)C(O[*])OC2COC(C)=O)OC1COC(C)=O,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,,,,85,10.1007_s10570-019-02478-x_part_1.txt_∂Œ1_Material1
O=C([*])CCCCCN[*],[*]CC1C(C(CO)(C[*])CCC1)=O,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,45.8,10.1002_app.50501_part_2.txt_∂Œ1_Material1
O=C([*])CCCCCN[*],C12=CC3=CC4=CC=CN=C4N=C3N=C1N=C5N=C6N=CC=CC6=CC5=C2,OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,,,50,10.1080_20550340.2019.1703334_part_3.txt_∂Œ1_Material1
[*]C([H])([H])C(O)([H])[*],O=[Zr]=O,[Na+].[Cl-],,,56,10.1002_pc.24063_part_1.txt_∂Œ1_Material1
[*]CCC(CCCC(CCCC(C[*])C)C)C,C(C1=CC=C(N2C(=O)C=CC2=O)C=C1)C1=CC=C(N2C(=O)C=CC2=O)C=C1,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,,,65,10.1016_j.polymer.2018.06.008_part_2.txt_∂Œ1_Material1
[*]C(C)C[*],[*]C/C=C/C[*],,,,105,10.1515_secm.2011.011_part_1.txt_∂Œ1_Material4
[*]CC(CC[*])O,,,,,70,10.1002_adv.21274_part_2.txt_∂Œ1_Material3
O=C([*])CCCCCN[*],[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].[Ca+2],,,,48,10.1007_s11665-016-2237-7_part_2.txt_∂Œ1_Material1
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,[*]C(CCCCCO[*])=O,O=[Ti]=O,,,45,10.33263_briac111.81798189_OA_part_2.txt_∂Œ1_Material1
C=C([CH3])C(=O)O[CH3],[*]NCC(NC(C(ONCC(NC(C(NCC(NC(C([*])=O)C)=O)=O)C)=O)=O)CO)=O,[*]CC[*],,,130,10.1016_j.bioactmat.2020.04.005_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],OP(O)(O)=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,70,10.3390_polym13071076_part_1.txt_∂Œ1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],C[Si](C)(C[*])O[*],,,,149.6,10.1002_app.31695_part_1.txt_∂Œ1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,,,119.19,10.4028_www.scientific.net_amr.152-153.1767_part_1.txt_∂Œ1_Material1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,OCC1OC(OC2C(O)C(O)C(O[*])OC2CO)C(O)C(O)C1[*],,,,67.6,10.1016_j.carbpol.2018.05.074_part_4.txt_∂Œ1_Material1
O=C([*])C(C)O[*],OP(O)(O)=O,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,,,74.25,10.1007_s10924-020-01927-0_part_1.txt_∂Œ1_Material2
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*],,,,145,10.1177_0954008316661616_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]OCC[*],,,44.1,10.1016_j.mencom.2015.09.015_part_1.txt_∂Œ1_Material2
[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,O=C([*])C1=CC=C2C=C(C=CC2=C1)OC(C3=CC=C(C=C3)O[*])=O,,,,67,10.1016_j.matdes.2012.05.052_part_2.txt_∂Œ1_Material3
C=C([CH3])C(=O)O[CH3],[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,[Ti](OCCCC)(OCCCC)(OCCCC)OCCCC,,,104,10.1177_0021998311401085_part_2.txt_∂Œ1_Material1
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,[*]CC(C)(C(OCCO)=O)[*],CC1(CC(CC(C)(C1)C)N=C=O)CN=C=O,,,56.4,10.1007_s10965-010-9480-7_part_2.txt_∂Œ1_Material1
OP(O)(O)=O,[*]C(CCCCCO[*])=O,O=[Ti]=O,,,72.2,10.3139_217.2750_part_1.txt_∂Œ1_Material1
OP(O)(O)=O,O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,,,113.57,10.1007_s12588-018-9217-8_part_3.txt_∂Œ1_Material2
[*]OCC[*],[*]CC(C)(C(OCCO)=O)[*],[Ag],,,24.7,10.1002_app.43501_part_2.txt_∂Œ1_Material1
O=C([*])CCCCCN[*],[Li]Cl,,,,83.2,10.1016_j.mtsust.2019.100014_part_8.txt_∂Œ1_Material2
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]C/C=C(C[*])\Cl,,,,85,10.1080_14786435.2012.700418_part_2.txt_∂Œ1_Material2
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],O=C([*])CCCCCN[*],,,,75,10.1002_app.50916_part_1.txt_∂Œ1_Material1
[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,OCC(O)CO,,,42,10.1016_j.carbpol.2016.10.079_part_2.txt_∂Œ1_Material1
[*]NC(C(O)=O)CCC([*])=O,[*]NC(C)C(N1CCCC1C([*])=O)=O,[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].[Ca+2],,,45,10.1039_d0gc01394c_part_7.txt_∂Œ1_Material3
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]C([H])([H])C(O)([H])[*],,,,26,10.1016_j.coco.2020.100564_part_1.txt_∂Œ1_Material1
[*]C(C(OC(CO[*])=O)C)=O,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,O=[Ti]=O,,,50,10.1016_j.biomaterials.2015.08.037_part_7.txt_∂Œ1_Material1
[*]CC(C)(C(OCCO)=O)[*],[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,,,,90,10.1002_pen.24884_part_2.txt_∂Œ1_Material2
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,,,62,10.1016_j.ijbiomac.2018.04.149_part_3.txt_∂Œ1_Material4
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,,,75,10.1016_j.polymertesting.2016.08.019_part_4.txt_∂Œ1_Material1
[*]CC(OC(O[*])=O)C,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]C([H])([H])C(O)([H])[*],,,49.6,10.1016_j.carbpol.2018.02.070_part_4.txt_∂Œ1_Material1
[*]C(C(OC(CO[*])=O)C)=O,[*]NC(C)C(N1CCCC1C([*])=O)=O,O=P([O-])([O-])[O-].[Ca+2].[Ca+2].[OH-],,,36,10.1016_j.actbio.2014.11.044_part_2.txt_∂Œ1_Material1
OP(O)(O)=O,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,C12=C3C(C=CC4C3=C5C(CC6=CC7=C8C9=C(C(C=C%10)=CC=C9C=C7)C%11=C%10C%12)=CC4)=CC=C1C=C%12C%13=C%11C8=C6C5=C2%13,,,111,10.1002_masy.201400080_part_1.txt_∂Œ1_Material3
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,,142,10.1016_j.compositesa.2020.106068_part_3.txt_∂Œ1_Material1
[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,C(CC=O)CC=O,,,,76.5,10.1002_jbm.a.32850_part_2.txt_∂Œ1_Material3
[*]CCC(CCCC(CCCC(C[*])C)C)C,C12=CC3=CC4=CC=CN=C4N=C3N=C1N=C5N=C6N=CC=CC6=CC5=C2,[*]CCC1C([*])C2CCC1C2,,,88.2,10.3390_molecules25225347_part_3.txt_∂Œ1_Material2
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]OCC[*],,,,65,10.1021_acs.iecr.7b03676_part_4.txt_∂Œ1_Material1
[*]CC([*])Cl,[O-]S(C1=CC=CC(O)=C1)(=O)=O.[Na+],,,,42.5,10.1002_app.46388_part_1.txt_∂Œ1_Material1
[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,[*]OCC[*],,,,116.5,10.1002_app.48377_part_1.txt_∂Œ1_Material6
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,O=C([*])C(C)O[*],,,,53,10.1038_pj.2011.3_part_1.txt_∂Œ1_Material1
O=C(CCCCC(NCCCCCCCCCCN[*])=O)[*],,,,,54,10.26896_1028-6861-2017-83-12-43-47_OA_part_1.txt_∂Œ1_Material1
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],C12=C3C(C=CC4C3=C5C(CC6=CC7=C8C9=C(C(C=C%10)=CC=C9C=C7)C%11=C%10C%12)=CC4)=CC=C1C=C%12C%13=C%11C8=C6C5=C2%13,,,,55,10.1016_j.polymertesting.2020.106540_part_6.txt_∂Œ1_Material4
O=C([*])C(C)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]OCC[*],,,60,10.1007_s10570-014-0476-z_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,C=C([CH3])C(=O)OC([CH3])[CH3],,,60.96,10.1002_app.44734_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],CC1(CC(CC(C)(C1)C)N=C=O)CN=C=O,,,,61,10.1016_j.compositesa.2015.05.010_part_2.txt_∂Œ1_Material1
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]C([H])([H])C(O)([H])[*],O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,,,52,10.1039_c4ra13972k_part_3.txt_∂Œ1_Material2
[*]CC(OC(O[*])=O)C,[*]C([H])([H])C(O)([H])[*],,,,34.2,10.1002_pi.6235_part_2.txt_∂Œ1_Material4
[*]C1OC(CCC)OC(C[*])C1,O=[Ti]=O,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,,,67.5,10.1016_j.compscitech.2017.04.017_part_4.txt_∂Œ1_Material2
[*]C([H])([H])C(O)([H])[*],OC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,[H]O[H],,,67,10.1111_1750-3841.13950_part_1.txt_∂Œ1_Material1
[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,[*]OCC[*],,,,20,10.1021_bm401373j_part_2.txt_∂Œ1_Material1
[*]C(C)C[*],[*]CC(OC(O[*])=O)C,,,,25,10.1002_app.45266_part_2.txt_∂Œ1_Material1
[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,OC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,,,,5.1,10.1016_j.lwt.2018.11.046_part_5.txt_∂Œ1_Material2
[*]C(C=C1)=CC=C1S[*],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,,85,10.1002_pc.25245_part_1.txt_∂Œ1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,,,70,10.1002_app.39693_part_1.txt_∂Œ1_Material1
[*]C1=NC2=CC3=C(C=C2O1)OC(C4=CC=C(C=C4)[*])=N3,,,,,102.86,10.1002_app.32265_part_1.txt_∂Œ1_Material1
O=C(O[*])CCCCCCCCCCN[*],O=[Si]=O,,,,48.4,10.3390_polym12102298_part_2.txt_∂Œ1_Material1
[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,[*]CCC(CCCCCC)C[*],,,,72,10.1002_app.40660_part_2.txt_∂Œ1_Material1
