SMILE A,SMILE B,SMILE C,SMILE D,SMILE E,Melting Temperature (°„C),¿¥‘¥
[*]C(C)C[*],C12=CC3=CC4=CC=CN=C4N=C3N=C1N=C5N=C6N=CC=CC6=CC5=C2,,,,165.5,10.1016_j.radphyschem.2012.06.041_part_1.txt_∂Œ1_Material1
O=C([*])C1=CC=C2C=C(C=CC2=C1)OC(C3=CC=C(C=C3)O[*])=O,[*]C(C=C1)=CC=C1S[*],C12=CC3=CC4=CC=CN=C4N=C3N=C1N=C5N=C6N=CC=CC6=CC5=C2,[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,O1C(=O)C=CC1=O,280,10.1016_j.compscitech.2018.10.001_part_2.txt_∂Œ1_Material2
O=C([*])C(C)O[*],[*]OCC[*],[*]C([H])([H])C(O)([H])[*],,,145,10.1016_j.ijbiomac.2018.05.214_part_1.txt_∂Œ1_Material1
[*]C([H])([H])C(O)([H])[*],[Ag+],,,,219,10.1016_j.jiec.2019.04.022_part_2.txt_∂Œ1_Material2
O=C([*])CCCCCN[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,,,220,10.1080_03602559.2012.671431_part_1.txt_∂Œ1_Material1
OP(O)(O)=O,O=C=NC(C=C1)=CC=C1CC2=CC=C(C=C2)N=C=O,O=C(C1=CC=C(C([*])=O)C=C1)NC2=CCC(N[*])C=C2,,,163.7,10.3390_ma12244043_part_2.txt_∂Œ1_Material2
[*]C1C(O)C(O)C(OC2C(O)C(O)C(O[*])OC2COC(C)=O)OC1COC(C)=O,[*]OCCCCOC(CCC([*])=O)=O,,,,116.9,10.1002_app.45429_part_2.txt_∂Œ1_Material1
O=C([*])CCCCCN[*],[*]NCCCCCCCCCCCC([*])=O,[*]CC(CC[*])O,,,245,10.1016_j.polymdegradstab.2017.07.026_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C(CCCCCO[*])=O,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,[H][Si]([H])([H])[H],,171,10.1002_pc.22145_part_2.txt_∂Œ1_Material5
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,,,,,160,10.21660_2022.96.3491_OA_part_1.txt_∂Œ1_Material1
[*]OCCCCOC(CCC([*])=O)=O,[*]OCC[*],,,,112.87,10.1039_c2py00603k_part_1.txt_∂Œ1_Material1
O=C(C1=CC=C(C=C1)C([*])=O)NC2=CC=C(C=C2)N[*],O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,,260,10.4028_www.scientific.net_amr.910.174_part_1.txt_∂Œ1_Material1
O=C([*])CCCCCN[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,,222,10.1002_pc.23587_part_2.txt_∂Œ1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]CC[*],[H]O[H],,,255,10.1177_0021998313476561_part_1.txt_∂Œ1_Material1
C/C(C[*])=C/C[*],[*]CCCC(C1C([*])C2CC1C/C2=C/C)C,[Zn]=O,,,135,10.1080_1023666x.2015.1050905_part_2.txt_∂Œ1_Material1
[*]C([H])([H])C(O)([H])[*],[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,C(CC=O)CC=O,,,191,10.1016_j.memsci.2014.01.034_part_1.txt_∂Œ1_Material3
O=C([*])C(C)O[*],[*]CC(CC)([*])C(OCC1=CC=CC=C1)=O,[*]C(CCCCCO[*])=O,OCC(O)CO,,200,10.1002_app.42297_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=C([*])C(C)O[*],,,,170,10.1016_j.compositesa.2018.11.018_part_1.txt_∂Œ1_Material1
O=C([*])CCCCCN[*],[*]CCC(CCCCCC)C[*],,,,220,10.1016_j.compscitech.2010.07.023_part_2.txt_∂Œ1_Material3
[*]C1C(O)C(O)C(OC2C(O)C(O)C(O[*])OC2COCCO)OC1COCCO,O=[Si]=O,[Ag],,,115.7,10.1007_s10570-021-03873-z_part_2.txt_∂Œ1_Material1
[*]C(C)C[*],O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Mg].O=[Mg].O,,,,172,10.1016_j.polymer.2012.12.055_part_1.txt_∂Œ1_Material1
[*]C(C)C[*],C/C(C[*])=C/C[*],,,,150,10.1088_1757-899x_957_1_012020_part_1.txt_∂Œ1_Material1
[*]C(CCCCCO[*])=O,[Ca+2],[*]NC(C)C(N1CCCC1C([*])=O)=O,[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,,60,10.1021_cm201119q_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],C=C([CH3])C(=O)O[CH3],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,167.2,10.1007_s10924-016-0775-6_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=C([*])C(C)O[*],C=C(C(OCC1CO1)=O)C,,,170,10.1016_j.jmst.2017.03.004_part_2.txt_∂Œ1_Material1
[*]C([H])([H])C(O)([H])[*],OCC1OC(C(C(C1O)O[*])O)OC2C(C(C(OC2COS(=O)(O)=O)[*])NC(C)=O)O,CCCCCCCCCCCCOS([O-])(=O)=O.[Na+],O=C(N)N,,230,10.1038_srep36558_part_2.txt_∂Œ1_Material1
[*]CC[*],O=C1C=CC(O1)=O.C=C,O=C1C=CC(O1)=O.C=C,,,128.72,10.1016_j.indcrop.2018.04.075_part_2.txt_∂Œ1_Material3
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]C(CCCCCO[*])=O,,,,63.7,10.1016_j.carbpol.2016.11.056_part_3.txt_∂Œ1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]CC[*],,,,135,10.1021_ie303382g_part_2.txt_∂Œ1_Material1
[*]CC[*],[*]CC[*],O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,[*]CC[*],,117,10.3139_217.3238_part_2.txt_∂Œ1_Material2
[*]C([H])([H])C(O)([H])[*],O=[Ti]=O,,,,127,10.1007_s10965-015-0657-y_part_2.txt_∂Œ1_Material1
O=C([*])CCCCCN[*],C12=CC3=CC4=CC=CN=C4N=C3N=C1N=C5N=C6N=CC=CC6=CC5=C2,,,,215,10.1016_j.matdes.2014.07.054_part_1.txt_∂Œ1_Material1
[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,O=C([*])C1=CC=C2C=C(C=CC2=C1)OC(C3=CC=C(C=C3)O[*])=O,O=[Si]=O,,,232,10.1016_j.matdes.2012.05.052_part_2.txt_∂Œ1_Material4
[*]CCCCOCCCCOCCCCOCCCCO[*],,,,,59.57,10.1039_d5fd00051c_OA_part_1.txt_∂Œ1_Material1
[*]C(C)C[*],[*]CC(C1=CC=CC=C1)[*],[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,,,167.1,10.1007_s12588-011-9005-1_part_3.txt_∂Œ1_Material4
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],O=[Si]=O,OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,O=[Ti]=O,,225,10.3390_jcs3020040_part_5.txt_∂Œ1_Material3
[*]CC([*])Cl,O=[Si]=O,OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,O=[Ti]=O,,210,10.3390_jcs3020040_part_5.txt_∂Œ1_Material2
[*]C(C)C[*],O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Mg].O=[Mg].O,[*]CCC(CCCCCC)C[*],[*]C(C)C[*],,160,10.1007_s10924-020-01961-y_part_2.txt_∂Œ1_Material2
O=C([*])C(C)O[*],[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,,,,156,10.3390_app11136218_part_2.txt_∂Œ1_Material2
[*]C(CCCCCO[*])=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,O=[Si]=O.O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.O,,,60,10.1088_1757-899x_536_1_012040_part_1.txt_∂Œ1_Material1
[*]C(C)C[*],[*]CCCC(CCCCCC)[*],,,,200,10.1177_0095244312465298_part_1.txt_∂Œ1_Material1
OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,,,,,210,10.1016_j.tetlet.2016.01.069_part_1.txt_∂Œ1_Material1
[*]C(C)C[*],CC(CC(C(C(O1)=O)CC1=O)[*])C[*],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,166.11,10.1088_2053-1591_ab422e_part_1.txt_∂Œ1_Material1
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,OCCCCO,,,,41.4,10.1039_c9py00261h_part_1.txt_∂Œ1_Material2
[*]CC(C)(C(OCCO)=O)[*],[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,O=C=NC(C=C1)=CC=C1CC2=CC=C(C=C2)N=C=O,,,140,10.1021_acsami.5b01939_part_4.txt_∂Œ1_Material2
O=C([*])C(C)O[*],C=C(C(OCC1CO1)=O)C,,,,118.1,10.1021_ma101108g_part_1.txt_∂Œ1_Material1
O=C([*])CCCCCN[*],[*]C/C=C/CCC([*])C#N,CCCCCCCCCCCCCCCCCCOC(CCC1=CC(C(C)(C)C)=C(C(C(C)(C)C)=C1)O)=O,,,220,10.1002_app.33044_part_1.txt_∂Œ1_Material1
[*]CC[*],[*]CC[*],[*]CC[*],O=[Ti]=O,,125,10.1002_mren.201300135_part_1.txt_∂Œ1_Material2
O=C([*])C(C)O[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]C(C)C[*],[*]C(C)C[*],,151.4,10.1002_app.49850_part_2.txt_∂Œ1_Material1
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,O=[Si]=O,OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,O=[Ti]=O,,220,10.3390_jcs3020040_part_5.txt_∂Œ1_Material1
[*]CC[*],[*]C(CCCCCO[*])=O,[Zn]=O,,,109.7,10.5562_cca2768_part_2.txt_∂Œ1_Material1
[*]CC[*],C=C(C(OCC1CO1)=O)C,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,,,127.17,10.1002_pc.25755_part_2.txt_∂Œ1_Material3
[*]C(CCCCCO[*])=O,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,O=C=NC(C=C1)=CC=C1CC2=CC=C(C=C2)N=C=O,,,45.9,10.4028_www.scientific.net_kem.816.187_part_1.txt_∂Œ1_Material2
[*]C(C)C[*],[*]CC[*],O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Mg].O=[Mg].O,,,119.6,10.13005_ojc_320151_part_1.txt_∂Œ1_Material1
[*]C(C)C[*],[*]NCC(NC(C(ONCC(NC(C(NCC(NC(C([*])=O)C)=O)=O)C)=O)=O)CO)=O,,,,163.67,10.1016_j.compositesb.2019.02.044_part_1.txt_∂Œ1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],O=[Ti]=O,,,,269,10.4236_oalib.1104229_OA_part_1.txt_∂Œ1_Material1
[*]C(CCCCCO[*])=O,O=C=NC(C=C1)=CC=C1CC2=CC=C(C=C2)N=C=O,,,,33,10.1016_j.eurpolymj.2020.109908_part_2.txt_∂Œ1_Material1
[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].[Ca+2],,,,227,10.1002_pc.21248_part_2.txt_∂Œ1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],O=C(N)N,,,,220,10.1177_1528083718798636_part_2.txt_∂Œ1_Material2
[*]C(C=C1)=CC=C1S[*],[*]CCC(CCCC(CCCC(C[*])C)C)C,OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,,,97.5,10.1002_app.39610_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C(CCCCC(OCCCCO[*])=O)=O,OP(O)(O)=O,O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Mg].O=[Mg].O,,114,10.3390_polym13050740_part_2.txt_∂Œ1_Material1
[*]C(C)C[*],[*]CCC(CCCCCC)C[*],,,,160,10.1016_j.conbuildmat.2017.07.052_part_1.txt_∂Œ1_Material2
[*]C(C)C[*],[*]CC(C1=CC=CC=C1)[*],[*]CC[*],[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,[*]CCCC(C1C([*])C2CC1C/C2=C/C)C,167.9,10.14233_ajchem.2024.30711_OA_part_2.txt_∂Œ1_Material1
[*]C(C)C[*],[*]CC[*],C12=CC3=CC4=CC=CN=C4N=C3N=C1N=C5N=C6N=CC=CC6=CC5=C2,,,166.01,10.1007_s12221-017-6371-0_part_1.txt_∂Œ1_Material1
OP(O)(O)=O,[*]CCCC(C(O)=O)[*],O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,,,102.92,10.1002_vnl.21485_part_2.txt_∂Œ1_Material1
[*]CC[*],O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]CC(C1=CC=CC=C1)[*],,,135.8,10.1002_pat.1567_part_1.txt_∂Œ1_Material3
[*]CC[*],[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,,,105,10.1007_s12221-015-0479-x_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Mg].O=[Mg].O,,,,167.7,10.1007_s10973-021-10901-4_part_1.txt_∂Œ1_Material1
[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,C[N+](CCO)(CCO)[3H],,,190,10.1002_app.48888_part_1.txt_∂Œ1_Material1
[*]O[C@H](C)CC([*])=O,[*]C(CCCCCO[*])=O,,,,38.5,10.1016_j.clay.2012.01.001_part_2.txt_∂Œ1_Material1
C=C([CH3])C(=O)O[CH3],O=C([*])C(C)O[*],,,,200,10.1016_j.polymer.2017.08.047_part_3.txt_∂Œ1_Material1
O=C([*])CCCCCN[*],O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,,,224,10.1002_app.34796_part_1.txt_∂Œ1_Material1
[*]C(CCCCCO[*])=O,[*]OCCCCOC(CCC([*])=O)=O,CC1(CC(CC(C)(C1)C)N=C=O)CN=C=O,CC1=CC=C(C=C1N=C=O)N=C=O,OCCCCO,59,10.1007_s00289-016-1833-x_part_1.txt_∂Œ1_Material1
[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,O=C(C1=COC(C2C(CO)=CCC12)O)OC,,,,97,10.1002_app.40301_part_1.txt_∂Œ1_Material1
O=C([*])CCCCCN[*],[*]C([H])([H])C(O)([H])[*],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,221,10.1007_s12588-019-09242-7_part_4.txt_∂Œ1_Material2
[*]C(C)C[*],[*]OC(CC(OC(CC([*])=O)CC)=O)C,[*]CC(CC[*])O,,,145,10.1002_app.37957_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]OC(CC(OC(CC([*])=O)CC)=O)C,[*]C(CCCCCO[*])=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,170,10.1016_j.foodhyd.2018.04.045_part_2.txt_∂Œ1_Material1
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,O=[Ti]=O,,,,204,10.1002_app.49898_part_2.txt_∂Œ1_Material1
[*]CC[*],C=C([CH3])C(=O)OC([CH3])[CH3],,,,125,10.1002_app.35145_part_1.txt_∂Œ1_Material1
[*]C(C)C[*],O=C(O)CCCCCCCCCCCCCCCCC,,,,165,10.1177_0731684412470015_part_1.txt_∂Œ1_Material1
[*]CC[*],[*]OC(CC(OC(CC([*])=O)CC)=O)C,[*]CC(CC[*])O,,,145,10.1002_app.37957_part_1.txt_∂Œ1_Material2
OC1=C(C=CC=C1CC2=CC=CC([*])=C2O)CC3=CC=CC([*])=C3O,,,,,160,10.1007_s10570-011-9499-x_part_3.txt_∂Œ1_Material4
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,OCC(O)CO,,,,162,10.1016_j.carbpol.2010.03.005_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C(CCCCCO[*])=O,O=[Ti]=O,,,170,10.1061_(asce)gt.1943-5606.0001435_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[Zn]=O,,,,169,10.3390_molecules26071967_part_2.txt_∂Œ1_Material2
[*]CC[*],[*]C/C=C/CCC([*])C#N,O=[Ti]=O,,,135,10.1177_0892705718761557_part_3.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[Cu]=O,,,,165,10.1002_pc.25182_part_1.txt_∂Œ1_Material2
[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,[*]C([H])([H])C(O)([H])[*],O=[Ti]=O,,,206,10.1177_0021998312436998_part_1.txt_∂Œ1_Material1
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,,,,180,10.1021_acs.biomac.9b01255_part_8.txt_∂Œ1_Material1
[*]C([H])([H])C(O)([H])[*],O=[Si]=O.[Ca]=O,O=[Si]=O,[H]O[H],,230,10.1007_s40999-017-0245-0_part_1.txt_∂Œ1_Material1
OP(O)(O)=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,,113,10.1016_j.carbpol.2018.04.124_part_2.txt_∂Œ1_Material1
[*]C(C)C[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,CCCCCCCCCCCCOS([O-])(=O)=O.[Na+],,,163,10.1007_s00289-015-1556-4_part_3.txt_∂Œ1_Material1
[*]C(C)C[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,O=[Ti]=O,,,169.2,10.1016_j.jallcom.2010.09.051_part_1.txt_∂Œ1_Material1
[*]C(C)C[*],[*]C(C)C[*],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,CC1=CC(O)=C(C=C1CCCC(C2=C(C=C(C(C(C)(C)C)=C2)O)C)C3=CC(C(C)(C)C)=C(C=C3C)O)C(C)(C)C,,165.2,10.1007_s00289-018-2609-2_part_1.txt_∂Œ1_Material1
[*]C(C)C[*],[*]CC[*],CC1=CC(O)=C(C=C1CCCC(C2=C(C=C(C(C(C)(C)C)=C2)O)C)C3=CC(C(C)(C)C)=C(C=C3C)O)C(C)(C)C,,,127,10.1002_app.46640_part_1.txt_∂Œ1_Material1
[*]C(C)C[*],O=[Si]=O,O=[Si]=O,,,167.7,10.1007_s00289-017-2173-1_part_1.txt_∂Œ1_Material4
O=C([*])CCCCCN[*],[*]CC[*],[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,,,219.3,10.1002_pen.23866_part_1.txt_∂Œ1_Material1
OP(O)(O)=O,O=C([*])C(C)O[*],,,,153.6,10.1177_0021998317752227_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]OCCCCOC(CCC([*])=O)=O,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,O=C(O)CCCCCCCCCCCCCCCCC,,150,10.1016_j.compositesb.2019.107384_part_3.txt_∂Œ1_Material1
O=C(O[*])CCCCCCCCCCN[*],[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,,,,191.6,10.1016_j.eurpolymj.2017.03.008_part_4.txt_∂Œ1_Material3
[*]C([H])([H])C(O)([H])[*],O=C(O[Na])COCC(OC(C(C1O)O)[*])C1OC(C(C(C2O[*])O)O)OC2COCC(O[Na])=O,[Zn]=O,,,221.21,10.3390_nano10091797_part_3.txt_∂Œ1_Material4
[*]CCC(CCCCCC)C[*],[*]C(C)C[*],O=C([O-])[O-].[Ca+2],,,166.8,10.1177_0892705713518797_part_2.txt_∂Œ1_Material1
[*]C(C)C[*],OC(C(CC(O)=O)(CC(O)=O)O)=O,,,,166,10.3390_polym12040929_part_2.txt_∂Œ1_Material3
[*]C(C)C[*],C=C([CH3])C(=O)O[CH3],O=C([O-])[O-].[Ca+2],,,161,10.1007_s13233-013-1049-y_part_2.txt_∂Œ1_Material1
[*]C(C)C[*],O=C([*])CCCCCN[*],[Mg],,,160,10.15282_ijame.8.2013.19.0107_OA_part_3.txt_∂Œ1_Material2
O=C([*])C(C)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Mg].O=[Mg].O,,,164,10.1007_s10570-011-9515-1_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[Mg]=O,,,,145.71,10.3390_molecules26071967_part_2.txt_∂Œ1_Material3
[*]C([H])([H])C(O)([H])[*],OC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,,,,167.86,10.1007_s10924-011-0364-7_part_1.txt_∂Œ1_Material1
[*]OCC[*],OCC1OC(OC2C(O)C(O)C(O[*])OC2CO)C(O)C(O)C1[*],[Mg],,,65,10.1208_s12249-019-1528-3_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,O1C(=O)C=CC1=O,,,159.17,10.1155_2015_627268_part_2.txt_∂Œ1_Material1
[*]C(CCCCCO[*])=O,[*]C(CCCCCO[*])=O,C=C([CH3])C(=O)OC([CH3])[CH3],[H][O-],,60,10.1002_pat.5367_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,,,,180,10.1007_s40033-015-0073-9_part_1.txt_∂Œ1_Material1
[*]CC[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,O=C1C=CC(O1)=O.C=C,,,170,10.3390_ma14123406_part_1.txt_∂Œ1_Material1
O=C(O[*])CCCCCCCCCCN[*],[*]NCCCCCCCCCCCC([*])=O,,,,174,10.1177_0021998310369580_part_1.txt_∂Œ1_Material1
[*]C(C)C[*],[*]CC(C1=CC=CC=C1)[*],NC1=CC=C(C=C1)/C2=C3C=C/C(N\3)=C(C4=N/C(C=C4)=C(C5=CC=C(N5)/C(C6=CC=CC=C6)=C7N=C2C=C\7)/C8=CC=CC=C8)\C9=CC=CC=C9,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,170,10.1002_pc.23647_part_2.txt_∂Œ1_Material1
[*]O[C@H](C)CC([*])=O,CCOC(=O)C(O)(CC(=O)OCC)CC(=O)OCC,,,,105,10.1002_app.49990_part_2.txt_∂Œ1_Material1
O=C([*])C(C)O[*],C/C(C[*])=C/C[*],C=C([CH3])C(=O)OC([CH3])[CH3],,,129.6,10.1002_app.48297_part_2.txt_∂Œ1_Material1
O=C([*])CCCCCN[*],[Zn]=O,,,,225,10.1002_app.38714_part_1.txt_∂Œ1_Material1
O=C([*])C(C)O[*],[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,,,,168.1,10.1016_j.carbpol.2016.03.082_part_6.txt_∂Œ1_Material1
[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,[*]C([H])([H])C(O)([H])[*],OC(C(CC(O)=O)(CC(O)=O)O)=O,,,243,10.1088_1755-1315_101_1_012018_part_2.txt_∂Œ1_Material1
